work_id,state,district,loksabha_constituency,mp_name,implementing_agency_name,agency_id,work_name,work_description,status,date,amount_inr
WS/PU73/2019/03817,Punjab,Sangrur,Sangrur,Shri Bhagwant Mann,Sangrur Nagar Panchayat,agy_0084,"Installation of transformer and electric poles, Block 21 - Phase 1","Installation of transformer and electric poles, Block 21 - Phase 1",Work in Progress,2019-05-05,1224473.36
WS/PU74/2015/03818,Punjab,Amritsar,Amritsar,Shri Gurjeet Singh Aujla,Amritsar Gram Panchayat,agy_0070,Construction of retaining wall near Ram Ganj - Phase 1,Construction of retaining wall near Ram Ganj - Phase 1,Work in Progress,2015-07-25,368377.53
WS/PU74/2015/03819,Punjab,Amritsar,Amritsar,Shri Gurjeet Singh Aujla,Amritsar Gram Panchayat,agy_0070,"Installation of transformer and electric poles, Opposite Anganwadi Centre - Additional Works","Installation of transformer and electric poles, Opposite Anganwadi Centre - Additional Works under MPLADS",Work in Progress,2015-07-13,340511.04
WS/PU74/2015/03820,Punjab,Amritsar,Amritsar,Shri Gurjeet Singh Aujla,Amritsar Gram Panchayat,agy_0070,Construction of check dam near Opposite Burial Ground - Stage II,Construction of check dam near Opposite Burial Ground - Stage II under MPLADS,Financial Sanction Approved,2015-08-25,243095.82
WS/PU74/2015/03821,Punjab,Amritsar,Amritsar,Shri Gurjeet Singh Aujla,Amritsar Gram Panchayat,agy_0070,Construction of bus shelter at Block 25 - Additional Works,Construction of bus shelter at Block 25 - Additional Works under MPLADS,Financial Sanction Approved,2015-08-04,258452.32
WS/PU74/2015/03822,Punjab,Amritsar,Amritsar,Shri Gurjeet Singh Aujla,Amritsar Gram Panchayat,agy_0070,Construction of drinking water tank in Block 21 - Stage II,Construction of drinking water tank in Block 21 - Stage II,Financial Sanction Approved,2015-09-22,657159.4
WS/PU74/2016/03823,Punjab,Amritsar,Amritsar,Shri Gurjeet Singh Aujla,Amritsar Gram Panchayat,agy_0070,"Construction of ramp for divyang accessibility, Block 25 - Additional Works","Construction of ramp for divyang accessibility, Block 25 - Additional Works",Financial Sanction Approved,2016-02-08,218992.12
WS/PU74/2016/03824,Punjab,Amritsar,Amritsar,Shri Gurjeet Singh Aujla,Amritsar Gram Panchayat,agy_0070,Construction of retaining wall near Block 25,Construction of retaining wall near Block 25 under MPLADS,Financial Sanction Approved,2016-02-11,237979.44
WS/PU74/2016/03825,Punjab,Amritsar,Amritsar,Shri Gurjeet Singh Aujla,Amritsar Gram Panchayat,agy_0070,Construction of drinking water tank in Ward 21,Construction of drinking water tank in Ward 21 under MPLADS,Financial Sanction Approved,2016-02-10,447832.9
WS/PU74/2016/03826,Punjab,Amritsar,Amritsar,Shri Gurjeet Singh Aujla,Amritsar Gram Panchayat,agy_0070,Electrification of internal streets in Netaji Enclave - Phase 1,Electrification of internal streets in Netaji Enclave - Phase 1 under MPLADS,Financial Sanction Approved,2016-04-14,468588.93
WS/PU74/2016/03827,Punjab,Amritsar,Amritsar,Shri Gurjeet Singh Aujla,Amritsar Gram Panchayat,agy_0070,Installation of hand pump at Block 25,Installation of hand pump at Block 25 under MPLADS,Work in Progress,2016-06-17,874386.79
WS/PU74/2016/03828,Punjab,Amritsar,Amritsar,Shri Gurjeet Singh Aujla,Amritsar Gram Panchayat,agy_0070,Widening of approach road to Block 25 - Package 2,Widening of approach road to Block 25 - Package 2,Financial Sanction Approved,2016-06-09,690293.21
WS/PU74/2016/03829,Punjab,Amritsar,Amritsar,Shri Gurjeet Singh Aujla,Amritsar Gram Panchayat,agy_0070,Construction of bus shelter at Beside Anganwadi Centre - Package 2,Construction of bus shelter at Beside Anganwadi Centre - Package 2,Work in Progress,2016-07-15,737347.37
WS/PU74/2016/03830,Punjab,Amritsar,Amritsar,Shri Gurjeet Singh Aujla,Amritsar Gram Panchayat,agy_0070,Construction of bus shelter at Block 21 - Package 2,Construction of bus shelter at Block 21 - Package 2,New Recommendation,2016-07-20,331451.18
WS/PU74/2016/03831,Punjab,Amritsar,Amritsar,Shri Gurjeet Singh Aujla,Amritsar Gram Panchayat,agy_0070,"Repair and upgradation of health sub-centre, Opposite Anganwadi Centre - Phase 2","Repair and upgradation of health sub-centre, Opposite Anganwadi Centre - Phase 2 under MPLADS",Financial Sanction Approved,2016-08-06,315727.24
WS/PU74/2016/03832,Punjab,Amritsar,Amritsar,Shri Gurjeet Singh Aujla,Amritsar Gram Panchayat,agy_0070,"Installation of RO water purification plant, Opposite Burial Ground","Installation of RO water purification plant, Opposite Burial Ground under MPLADS",Financial Sanction Approved,2016-08-15,160426.71
WS/PU74/2016/03833,Punjab,Amritsar,Amritsar,Shri Gurjeet Singh Aujla,Amritsar Gram Panchayat,agy_0070,Construction of anganwadi centre at Block 21,Construction of anganwadi centre at Block 21,New Recommendation,2016-08-13,232969.14
WS/PU74/2017/03834,Punjab,Amritsar,Amritsar,Shri Gurjeet Singh Aujla,Amritsar Gram Panchayat,agy_0070,"Construction of library-cum-reading room, Ward 21","Construction of library-cum-reading room, Ward 21",Financial Sanction Approved,2017-01-07,405464.7
WS/PU74/2017/03835,Punjab,Amritsar,Amritsar,Shri Gurjeet Singh Aujla,Amritsar Gram Panchayat,agy_0070,"Desilting and repair of village pond, Subhash Nagar - Phase 1","Desilting and repair of village pond, Subhash Nagar - Phase 1",Financial Sanction Approved,2017-01-11,531868.06
WS/PU74/2017/03836,Punjab,Amritsar,Amritsar,Shri Gurjeet Singh Aujla,Amritsar Gram Panchayat,agy_0070,"Renovation of veterinary dispensary, Opposite Burial Ground - Package 2","Renovation of veterinary dispensary, Opposite Burial Ground - Package 2",Work in Progress,2017-05-02,739793.09
WS/PU74/2017/03837,Punjab,Amritsar,Amritsar,Shri Gurjeet Singh Aujla,Amritsar Gram Panchayat,agy_0070,Installation of hand pump at Opposite Burial Ground,Installation of hand pump at Opposite Burial Ground under MPLADS,Financial Sanction Approved,2017-12-13,576381.29
WS/PU74/2017/03838,Punjab,Amritsar,Amritsar,Shri Gurjeet Singh Aujla,Amritsar Gram Panchayat,agy_0070,Construction of ambulance shed at Ward 21 - Stage II,Construction of ambulance shed at Ward 21 - Stage II,Financial Sanction Approved,2017-12-02,561730.22
WS/PU74/2018/03839,Punjab,Amritsar,Amritsar,Shri Gurjeet Singh Aujla,Amritsar Gram Panchayat,agy_0070,"Repair and upgradation of health sub-centre, Netaji Enclave - Phase 1","Repair and upgradation of health sub-centre, Netaji Enclave - Phase 1",Financial Sanction Approved,2018-01-13,310218.3
WS/PU74/2018/03840,Punjab,Amritsar,Amritsar,Shri Gurjeet Singh Aujla,Amritsar Gram Panchayat,agy_0070,Construction of retaining wall near Subhash Nagar - Package 2,Construction of retaining wall near Subhash Nagar - Package 2 under MPLADS,Work in Progress,2018-01-16,222492.4
WS/PU74/2018/03841,Punjab,Amritsar,Amritsar,Shri Gurjeet Singh Aujla,Amritsar Gram Panchayat,agy_0070,Construction of bus shelter at Block 25 - Package 2,Construction of bus shelter at Block 25 - Package 2,New Recommendation,2018-01-11,259599.1
WS/PU74/2018/03842,Punjab,Amritsar,Amritsar,Shri Gurjeet Singh Aujla,Amritsar Gram Panchayat,agy_0070,Installation of hand pump at Beside Anganwadi Centre - Phase 1,Installation of hand pump at Beside Anganwadi Centre - Phase 1 under MPLADS,Financial Sanction Approved,2018-04-11,343089.17
WS/PU74/2018/03843,Punjab,Amritsar,Amritsar,Shri Gurjeet Singh Aujla,Amritsar Gram Panchayat,agy_0070,"Construction of community toilet block, Ram Ganj - Phase 1","Construction of community toilet block, Ram Ganj - Phase 1",Financial Sanction Approved,2018-04-20,231517.82
WS/PU74/2018/03844,Punjab,Amritsar,Amritsar,Shri Gurjeet Singh Aujla,Amritsar Gram Panchayat,agy_0070,"Renovation of old age home, Netaji Enclave - Phase 2","Renovation of old age home, Netaji Enclave - Phase 2 under MPLADS",Work in Progress,2018-04-14,222868.33
WS/PU74/2018/03845,Punjab,Amritsar,Amritsar,Shri Gurjeet Singh Aujla,Amritsar Gram Panchayat,agy_0070,Construction of drainage system in Subhash Nagar - Phase 1,Construction of drainage system in Subhash Nagar - Phase 1,Financial Sanction Approved,2018-10-07,195555.6
WS/PU74/2018/03846,Punjab,Amritsar,Amritsar,Shri Gurjeet Singh Aujla,Amritsar Gram Panchayat,agy_0070,Construction of anganwadi centre at Ward 21,Construction of anganwadi centre at Ward 21,Financial Sanction Approved,2018-10-25,504117.64
WS/PU74/2018/03847,Punjab,Amritsar,Amritsar,Shri Gurjeet Singh Aujla,Amritsar Gram Panchayat,agy_0070,"Laying of paver blocks on internal road, Ward 21 - Phase 2","Laying of paver blocks on internal road, Ward 21 - Phase 2",New Recommendation,2018-10-13,150194.09
WS/PU74/2018/03848,Punjab,Amritsar,Amritsar,Shri Gurjeet Singh Aujla,Amritsar Gram Panchayat,agy_0070,"Installation of RO water purification plant, Subhash Nagar - Additional Works","Installation of RO water purification plant, Subhash Nagar - Additional Works",Financial Sanction Approved,2018-12-16,381459.04
WS/PU74/2018/03849,Punjab,Amritsar,Amritsar,Shri Gurjeet Singh Aujla,Amritsar Gram Panchayat,agy_0070,Construction of anganwadi centre at Opposite Burial Ground - Phase 1,Construction of anganwadi centre at Opposite Burial Ground - Phase 1,Financial Sanction Approved,2018-12-24,355541.71
WS/PU74/2019/03850,Punjab,Amritsar,Amritsar,Shri Gurjeet Singh Aujla,Amritsar Gram Panchayat,agy_0070,"Construction of vendor market shed, Opposite Burial Ground - Additional Works","Construction of vendor market shed, Opposite Burial Ground - Additional Works",New Recommendation,2019-05-23,428975.26
WS/PU74/2019/03851,Punjab,Amritsar,Amritsar,Shri Gurjeet Singh Aujla,Amritsar Gram Panchayat,agy_0070,Construction of anganwadi centre at Subhash Nagar - Additional Works,Construction of anganwadi centre at Subhash Nagar - Additional Works under MPLADS,Financial Sanction Approved,2019-05-15,494186.16
WS/PU75/2016/03852,Punjab,Ludhiana,Fatehgarh Sahib(Sc),Shri Harinder Singh Khalsa,Ludhiana District Authority,agy_0080,Construction of anganwadi centre at Ambedkar Nagar - Phase 2,Construction of anganwadi centre at Ambedkar Nagar - Phase 2 under MPLADS,New Recommendation,2016-11-02,641166.08
WS/PU75/2016/03853,Punjab,Ludhiana,Fatehgarh Sahib(Sc),Shri Harinder Singh Khalsa,Ludhiana District Authority,agy_0080,"Construction of community toilet block, Zone 17","Construction of community toilet block, Zone 17 under MPLADS",Financial Sanction Approved,2016-11-11,825247.86
WS/PU75/2017/03854,Punjab,Ludhiana,Fatehgarh Sahib(Sc),Shri Harinder Singh Khalsa,Ludhiana District Authority,agy_0080,Construction of drainage system in Zone 17,Construction of drainage system in Zone 17,New Recommendation,2017-04-18,1025135.53
WS/PU75/2017/03855,Punjab,Ludhiana,Fatehgarh Sahib(Sc),Shri Harinder Singh Khalsa,Ludhiana District Authority,agy_0080,"Construction of ramp for divyang accessibility, Ambedkar Nagar","Construction of ramp for divyang accessibility, Ambedkar Nagar",Work in Progress,2017-05-04,2048468.89
WS/PU75/2017/03856,Punjab,Ludhiana,Fatehgarh Sahib(Sc),Shri Harinder Singh Khalsa,Ludhiana District Authority,agy_0080,Construction of retaining wall near Zone 17 - Phase 1,Construction of retaining wall near Zone 17 - Phase 1 under MPLADS,Financial Sanction Approved,2017-06-11,969178.14
WS/PU75/2017/03857,Punjab,Ludhiana,Fatehgarh Sahib(Sc),Shri Harinder Singh Khalsa,Ludhiana District Authority,agy_0080,"Construction of culvert on approach road, Zone 25 - Phase 2","Construction of culvert on approach road, Zone 25 - Phase 2 under MPLADS",Financial Sanction Approved,2017-06-14,2155945.65
WS/PU75/2017/03858,Punjab,Ludhiana,Fatehgarh Sahib(Sc),Shri Harinder Singh Khalsa,Ludhiana District Authority,agy_0080,"Renovation of panchayat office building, Zone 3","Renovation of panchayat office building, Zone 3",Financial Sanction Approved,2017-12-25,967033.49
WS/PU75/2017/03859,Punjab,Ludhiana,Fatehgarh Sahib(Sc),Shri Harinder Singh Khalsa,Ludhiana District Authority,agy_0080,Construction of ambulance shed at Ward 24 - Package 2,Construction of ambulance shed at Ward 24 - Package 2,Work in Progress,2017-12-19,731833.42
WS/PU75/2017/03860,Punjab,Ludhiana,Fatehgarh Sahib(Sc),Shri Harinder Singh Khalsa,Ludhiana District Authority,agy_0080,"Renovation of primary school building, Ambedkar Nagar","Renovation of primary school building, Ambedkar Nagar under MPLADS",Work in Progress,2017-12-23,687631.9
WS/PU75/2018/03861,Punjab,Ludhiana,Fatehgarh Sahib(Sc),Shri Harinder Singh Khalsa,Ludhiana District Authority,agy_0080,"Renovation of primary school building, Azad Ganj - Package 2","Renovation of primary school building, Azad Ganj - Package 2 under MPLADS",Work in Progress,2018-01-03,2664313.51
WS/PU75/2018/03862,Punjab,Ludhiana,Fatehgarh Sahib(Sc),Shri Harinder Singh Khalsa,Ludhiana District Authority,agy_0080,"Construction of library-cum-reading room, Beside Railway Crossing","Construction of library-cum-reading room, Beside Railway Crossing",Financial Sanction Approved,2018-02-05,1270437.16
WS/PU75/2018/03863,Punjab,Ludhiana,Fatehgarh Sahib(Sc),Shri Harinder Singh Khalsa,Ludhiana District Authority,agy_0080,Construction of anganwadi centre at Ward 24,Construction of anganwadi centre at Ward 24,New Recommendation,2018-02-04,1110671.68
WS/PU75/2018/03864,Punjab,Ludhiana,Fatehgarh Sahib(Sc),Shri Harinder Singh Khalsa,Ludhiana District Authority,agy_0080,"Repair of playground and sports facility, Vivekananda Nagar","Repair of playground and sports facility, Vivekananda Nagar",Financial Sanction Approved,2018-11-01,1942762.39
WS/PU75/2019/03865,Punjab,Ludhiana,Fatehgarh Sahib(Sc),Shri Harinder Singh Khalsa,Ludhiana District Authority,agy_0080,"Repair of playground and sports facility, Vivekananda Puram - Phase 1","Repair of playground and sports facility, Vivekananda Puram - Phase 1",Financial Sanction Approved,2019-02-26,710367.9
WS/PU75/2019/03866,Punjab,Ludhiana,Fatehgarh Sahib(Sc),Shri Harinder Singh Khalsa,Ludhiana District Authority,agy_0080,Construction of bus shelter at Saraswati Colony,Construction of bus shelter at Saraswati Colony,Work in Progress,2019-02-11,1474386.11
WS/PU76/2015/03867,Punjab,Sahibzada Ajit Singh Nagar,Anandpur Sahib,Shri Prem Singh Chandumajra,Anandpur Sahib Nagar Panchayat,agy_0083,Electrification of internal streets in Block 15,Electrification of internal streets in Block 15 under MPLADS,Work in Progress,2015-06-03,815653.29
WS/PU76/2015/03868,Punjab,Sahibzada Ajit Singh Nagar,Anandpur Sahib,Shri Prem Singh Chandumajra,Anandpur Sahib Nagar Panchayat,agy_0083,"Installation of transformer and electric poles, Ward 18","Installation of transformer and electric poles, Ward 18",Financial Sanction Approved,2015-06-17,835516.67
WS/PU76/2015/03870,Punjab,Sahibzada Ajit Singh Nagar,Anandpur Sahib,Shri Prem Singh Chandumajra,Anandpur Sahib Nagar Panchayat,agy_0083,Installation of tube well near Durga Nagar - Package 2,Installation of tube well near Durga Nagar - Package 2 under MPLADS,Work in Progress,2015-08-11,1211658.42
WS/PU76/2015/03871,Punjab,Sahibzada Ajit Singh Nagar,Anandpur Sahib,Shri Prem Singh Chandumajra,Anandpur Sahib Nagar Panchayat,agy_0083,Construction of crematorium shed at Durga Nagar,Construction of crematorium shed at Durga Nagar under MPLADS,Financial Sanction Approved,2015-09-19,597630.44
WS/PU76/2015/03872,Punjab,Sahibzada Ajit Singh Nagar,Anandpur Sahib,Shri Prem Singh Chandumajra,Anandpur Sahib Nagar Panchayat,agy_0083,"Installation of RO water purification plant, Ward 18","Installation of RO water purification plant, Ward 18",Financial Sanction Approved,2015-09-05,364304.56
WS/PU76/2015/03873,Punjab,Sahibzada Ajit Singh Nagar,Anandpur Sahib,Shri Prem Singh Chandumajra,Anandpur Sahib Nagar Panchayat,agy_0083,Installation of hand pump at Behind Police Station - Additional Works,Installation of hand pump at Behind Police Station - Additional Works,Financial Sanction Approved,2015-09-20,436097.66
WS/PU76/2015/03874,Punjab,Sahibzada Ajit Singh Nagar,Anandpur Sahib,Shri Prem Singh Chandumajra,Anandpur Sahib Nagar Panchayat,agy_0083,Construction of bus shelter at Behind Fire Station - Stage II,Construction of bus shelter at Behind Fire Station - Stage II under MPLADS,Work in Progress,2015-10-14,455077.96
WS/PU76/2015/03875,Punjab,Sahibzada Ajit Singh Nagar,Anandpur Sahib,Shri Prem Singh Chandumajra,Anandpur Sahib Nagar Panchayat,agy_0083,"Desilting and repair of village pond, Rajiv Colony","Desilting and repair of village pond, Rajiv Colony under MPLADS",Work in Progress,2015-10-16,709223.7
WS/PU76/2015/03876,Punjab,Sahibzada Ajit Singh Nagar,Anandpur Sahib,Shri Prem Singh Chandumajra,Anandpur Sahib Nagar Panchayat,agy_0083,Construction of drinking water tank in Ward 18,Construction of drinking water tank in Ward 18,Financial Sanction Approved,2015-10-26,498110.66
WS/PU76/2015/03877,Punjab,Sahibzada Ajit Singh Nagar,Anandpur Sahib,Shri Prem Singh Chandumajra,Anandpur Sahib Nagar Panchayat,agy_0083,Construction of ambulance shed at Behind Fire Station,Construction of ambulance shed at Behind Fire Station,Financial Sanction Approved,2015-11-01,325070.24
WS/PU76/2015/03878,Punjab,Sahibzada Ajit Singh Nagar,Anandpur Sahib,Shri Prem Singh Chandumajra,Anandpur Sahib Nagar Panchayat,agy_0083,Construction of Behind Fire Station community hall,Construction of Behind Fire Station community hall under MPLADS,Financial Sanction Approved,2015-11-27,478396.11
WS/PU76/2015/03879,Punjab,Sahibzada Ajit Singh Nagar,Anandpur Sahib,Shri Prem Singh Chandumajra,Anandpur Sahib Nagar Panchayat,agy_0083,"Repair and upgradation of health sub-centre, Behind Police Station","Repair and upgradation of health sub-centre, Behind Police Station",Financial Sanction Approved,2015-11-27,603444.18
WS/PU76/2016/03880,Punjab,Sahibzada Ajit Singh Nagar,Anandpur Sahib,Shri Prem Singh Chandumajra,Anandpur Sahib Nagar Panchayat,agy_0083,Construction of bus shelter at Behind Police Station - Phase 2,Construction of bus shelter at Behind Police Station - Phase 2 under MPLADS,Work in Progress,2016-01-12,1432190.73
WS/PU76/2016/03881,Punjab,Sahibzada Ajit Singh Nagar,Anandpur Sahib,Shri Prem Singh Chandumajra,Anandpur Sahib Nagar Panchayat,agy_0083,Construction of anganwadi centre at Rajiv Colony - Additional Works,Construction of anganwadi centre at Rajiv Colony - Additional Works under MPLADS,Financial Sanction Approved,2016-02-16,836189.36
WS/PU76/2016/03882,Punjab,Sahibzada Ajit Singh Nagar,Anandpur Sahib,Shri Prem Singh Chandumajra,Anandpur Sahib Nagar Panchayat,agy_0083,Widening of approach road to Behind Police Station,Widening of approach road to Behind Police Station,Financial Sanction Approved,2016-02-21,1007807.82
WS/PU76/2016/03883,Punjab,Sahibzada Ajit Singh Nagar,Anandpur Sahib,Shri Prem Singh Chandumajra,Anandpur Sahib Nagar Panchayat,agy_0083,"Desilting and repair of village pond, Behind Police Station","Desilting and repair of village pond, Behind Police Station",Work in Progress,2016-04-15,1831336.95
WS/PU76/2016/03884,Punjab,Sahibzada Ajit Singh Nagar,Anandpur Sahib,Shri Prem Singh Chandumajra,Anandpur Sahib Nagar Panchayat,agy_0083,"Construction of library-cum-reading room, Block 15 - Additional Works","Construction of library-cum-reading room, Block 15 - Additional Works",Work in Progress,2016-06-06,515163.6
WS/PU76/2016/03885,Punjab,Sahibzada Ajit Singh Nagar,Anandpur Sahib,Shri Prem Singh Chandumajra,Anandpur Sahib Nagar Panchayat,agy_0083,Construction of retaining wall near Rajiv Colony,Construction of retaining wall near Rajiv Colony,New Recommendation,2016-06-16,722116.0
WS/PU76/2016/03886,Punjab,Sahibzada Ajit Singh Nagar,Anandpur Sahib,Shri Prem Singh Chandumajra,Anandpur Sahib Nagar Panchayat,agy_0083,"Construction of community toilet block, Rajiv Colony","Construction of community toilet block, Rajiv Colony under MPLADS",Financial Sanction Approved,2016-07-06,912781.82
WS/PU76/2016/03887,Punjab,Sahibzada Ajit Singh Nagar,Anandpur Sahib,Shri Prem Singh Chandumajra,Anandpur Sahib Nagar Panchayat,agy_0083,Construction of drinking water tank in Ward 18 - Package 2,Construction of drinking water tank in Ward 18 - Package 2,Work in Progress,2016-07-10,530782.05
WS/PU76/2016/03888,Punjab,Sahibzada Ajit Singh Nagar,Anandpur Sahib,Shri Prem Singh Chandumajra,Anandpur Sahib Nagar Panchayat,agy_0083,Construction of bus shelter at Behind Fire Station,Construction of bus shelter at Behind Fire Station,Work in Progress,2016-09-10,620946.39
WS/PU76/2016/03889,Punjab,Sahibzada Ajit Singh Nagar,Anandpur Sahib,Shri Prem Singh Chandumajra,Anandpur Sahib Nagar Panchayat,agy_0083,Installation of solar street lights in Ward 2 - Phase 1,Installation of solar street lights in Ward 2 - Phase 1 under MPLADS,New Recommendation,2016-09-19,526460.38
WS/PU76/2016/03890,Punjab,Sahibzada Ajit Singh Nagar,Anandpur Sahib,Shri Prem Singh Chandumajra,Anandpur Sahib Nagar Panchayat,agy_0083,"Construction of boundary wall for government school, Block 15","Construction of boundary wall for government school, Block 15",Work in Progress,2016-10-23,2457328.78
WS/PU76/2016/03891,Punjab,Sahibzada Ajit Singh Nagar,Anandpur Sahib,Shri Prem Singh Chandumajra,Anandpur Sahib Nagar Panchayat,agy_0083,"Construction of community toilet block, Ward 18 - Stage II","Construction of community toilet block, Ward 18 - Stage II under MPLADS",Financial Sanction Approved,2016-12-21,408189.73
WS/PU76/2016/03892,Punjab,Sahibzada Ajit Singh Nagar,Anandpur Sahib,Shri Prem Singh Chandumajra,Anandpur Sahib Nagar Panchayat,agy_0083,"Fencing and gate installation, Ward 2 - Phase 2","Fencing and gate installation, Ward 2 - Phase 2",Financial Sanction Approved,2016-12-06,526656.97
WS/PU76/2017/03893,Punjab,Sahibzada Ajit Singh Nagar,Anandpur Sahib,Shri Prem Singh Chandumajra,Anandpur Sahib Nagar Panchayat,agy_0083,Installation of hand pump at Ward 2 - Stage II,Installation of hand pump at Ward 2 - Stage II,New Recommendation,2017-01-08,273868.26
WS/PU76/2017/03894,Punjab,Sahibzada Ajit Singh Nagar,Anandpur Sahib,Shri Prem Singh Chandumajra,Anandpur Sahib Nagar Panchayat,agy_0083,Construction of check dam near Vivekananda Enclave - Package 2,Construction of check dam near Vivekananda Enclave - Package 2 under MPLADS,Financial Sanction Approved,2017-01-14,970112.45
WS/PU76/2017/03895,Punjab,Sahibzada Ajit Singh Nagar,Anandpur Sahib,Shri Prem Singh Chandumajra,Anandpur Sahib Nagar Panchayat,agy_0083,"Laying of paver blocks on internal road, Ward 2","Laying of paver blocks on internal road, Ward 2",Financial Sanction Approved,2017-01-24,452270.25
WS/PU76/2017/03897,Punjab,Sahibzada Ajit Singh Nagar,Anandpur Sahib,Shri Prem Singh Chandumajra,Anandpur Sahib Nagar Panchayat,agy_0083,Construction of open-air gymnasium at Durga Nagar - Stage II,Construction of open-air gymnasium at Durga Nagar - Stage II,Financial Sanction Approved,2017-03-04,598116.19
WS/PU76/2017/03898,Punjab,Sahibzada Ajit Singh Nagar,Anandpur Sahib,Shri Prem Singh Chandumajra,Anandpur Sahib Nagar Panchayat,agy_0083,"Construction of library-cum-reading room, Block 15","Construction of library-cum-reading room, Block 15",Financial Sanction Approved,2017-03-22,661426.74
WS/PU76/2017/03899,Punjab,Sahibzada Ajit Singh Nagar,Anandpur Sahib,Shri Prem Singh Chandumajra,Anandpur Sahib Nagar Panchayat,agy_0083,Construction of ambulance shed at Ward 18,Construction of ambulance shed at Ward 18,Financial Sanction Approved,2017-04-21,770833.78
WS/PU76/2017/03900,Punjab,Sahibzada Ajit Singh Nagar,Anandpur Sahib,Shri Prem Singh Chandumajra,Anandpur Sahib Nagar Panchayat,agy_0083,Construction of bus shelter at Ward 2 - Stage II,Construction of bus shelter at Ward 2 - Stage II,Financial Sanction Approved,2017-04-10,986613.6
WS/PU76/2017/03901,Punjab,Sahibzada Ajit Singh Nagar,Anandpur Sahib,Shri Prem Singh Chandumajra,Anandpur Sahib Nagar Panchayat,agy_0083,"Construction of compound wall for panchayat land, Rajiv Colony - Phase 1","Construction of compound wall for panchayat land, Rajiv Colony - Phase 1 under MPLADS",Financial Sanction Approved,2017-05-10,575931.35
WS/PU76/2017/03902,Punjab,Sahibzada Ajit Singh Nagar,Anandpur Sahib,Shri Prem Singh Chandumajra,Anandpur Sahib Nagar Panchayat,agy_0083,"Construction of community toilet block, Behind Police Station - Stage II","Construction of community toilet block, Behind Police Station - Stage II under MPLADS",New Recommendation,2017-05-15,442306.73
WS/PU76/2017/03903,Punjab,Sahibzada Ajit Singh Nagar,Anandpur Sahib,Shri Prem Singh Chandumajra,Anandpur Sahib Nagar Panchayat,agy_0083,Construction of children's park at Ward 2 - Package 2,Construction of children's park at Ward 2 - Package 2 under MPLADS,Financial Sanction Approved,2017-06-20,642697.33
WS/PU76/2017/03904,Punjab,Sahibzada Ajit Singh Nagar,Anandpur Sahib,Shri Prem Singh Chandumajra,Anandpur Sahib Nagar Panchayat,agy_0083,Construction of children's park at Block 15 - Stage II,Construction of children's park at Block 15 - Stage II under MPLADS,Financial Sanction Approved,2017-06-14,465628.96
WS/PU76/2017/03905,Punjab,Sahibzada Ajit Singh Nagar,Anandpur Sahib,Shri Prem Singh Chandumajra,Anandpur Sahib Nagar Panchayat,agy_0083,"Construction of ramp for divyang accessibility, Ward 2 - Phase 2","Construction of ramp for divyang accessibility, Ward 2 - Phase 2 under MPLADS",Financial Sanction Approved,2017-06-26,606596.42
WS/PU76/2017/03906,Punjab,Sahibzada Ajit Singh Nagar,Anandpur Sahib,Shri Prem Singh Chandumajra,Anandpur Sahib Nagar Panchayat,agy_0083,"Construction of compound wall for panchayat land, Behind Fire Station","Construction of compound wall for panchayat land, Behind Fire Station",Work in Progress,2017-07-26,635507.39
WS/PU76/2017/03907,Punjab,Sahibzada Ajit Singh Nagar,Anandpur Sahib,Shri Prem Singh Chandumajra,Anandpur Sahib Nagar Panchayat,agy_0083,Installation of solar street lights in Block 15 - Phase 1,Installation of solar street lights in Block 15 - Phase 1 under MPLADS,Financial Sanction Approved,2017-07-18,659751.3
WS/PU76/2017/03908,Punjab,Sahibzada Ajit Singh Nagar,Anandpur Sahib,Shri Prem Singh Chandumajra,Anandpur Sahib Nagar Panchayat,agy_0083,Widening of approach road to Block 15 - Phase 1,Widening of approach road to Block 15 - Phase 1,Financial Sanction Approved,2017-08-24,542057.83
WS/PU76/2017/03909,Punjab,Sahibzada Ajit Singh Nagar,Anandpur Sahib,Shri Prem Singh Chandumajra,Anandpur Sahib Nagar Panchayat,agy_0083,Installation of tube well near Durga Nagar - Additional Works,Installation of tube well near Durga Nagar - Additional Works,Financial Sanction Approved,2017-08-17,403577.87
WS/PU76/2017/03910,Punjab,Sahibzada Ajit Singh Nagar,Anandpur Sahib,Shri Prem Singh Chandumajra,Anandpur Sahib Nagar Panchayat,agy_0083,"Repair of playground and sports facility, Behind Fire Station - Phase 1","Repair of playground and sports facility, Behind Fire Station - Phase 1 under MPLADS",Financial Sanction Approved,2017-10-09,631781.72
WS/PU76/2017/03911,Punjab,Sahibzada Ajit Singh Nagar,Anandpur Sahib,Shri Prem Singh Chandumajra,Anandpur Sahib Nagar Panchayat,agy_0083,Installation of hand pump at Behind Fire Station - Phase 1,Installation of hand pump at Behind Fire Station - Phase 1 under MPLADS,Work in Progress,2017-10-26,717766.21
WS/PU76/2017/03912,Punjab,Sahibzada Ajit Singh Nagar,Anandpur Sahib,Shri Prem Singh Chandumajra,Anandpur Sahib Nagar Panchayat,agy_0083,"Renovation of panchayat office building, Behind Police Station","Renovation of panchayat office building, Behind Police Station",Work in Progress,2017-10-23,489765.12
