state,district,loksabha_constituency,house_name,mp_type,mp_name,implementing_agency_name,work_id,work_name,work_description,work_category,sanction_date,sanction_amount,units,status,image_status
Karnataka,Bangalore Rural,Bangalore Rural,17th Lok Sabha,Lok Sabha MP,D. K. Suresh,Nelamangala  Town  Municipal  Council,WS/BAN643/2022/02215,Procurement of Advance Life Support Ambulance for Sub-district Hospital Shiv Mandir Chowk,Procurement of Advance Life Support Ambulance for Sub-district Hospital Shiv Mandir Chowk. Approved under MPLADS scheme guidelines. Phase 1 execution.,Health & Education,27-07-2022,318783,sanction_amount in Rupees,Financial Sanction Approved,No
Karnataka,Bangalore Rural,Bangalore Rural,17th Lok Sabha,Lok Sabha MP,D. K. Suresh,Nelamangala Town Municipal Council,WS/BAN811/2022/02216,Community Public Sanitation Block with Bio-Digester at Kalyan Puram,Community Public Sanitation Block with Bio-Digester at Kalyan Puram. Approved under MPLADS scheme guidelines. Phase 2 execution.,Water Supply & Sanitation,18-07-2022,351677,sanction_amount in Rupees,Work Completed,Yes
Karnataka,Bangalore Rural,Bangalore Rural,17th Lok Sabha,Lok Sabha MP,D. K. Suresh,Nelamangala Town Municipal Council,WS/BAN577/2022/02217,Procurement of Advance Life Support Ambulance for Sub-district Hospital Railway Station Road,Procurement of Advance Life Support Ambulance for Sub-district Hospital Railway Station Road. Approved under MPLADS scheme guidelines. Phase 3 execution.,Health & Education,28-07-2022,243688,sanction_amount in Rupees,Administrative Sanction Accorded,Yes
Karnataka,Bangalore Rural,Bangalore Rural,17th Lok Sabha,Lok Sabha MP,D. K. Suresh,Nelamangala Town Municipal Council,WS/BAN283/2022/02218,Addition of Two Classrooms and Laboratory Block at Govt High School Govt School Campus,Addition of Two Classrooms and Laboratory Block at Govt High School Govt School Campus. Approved under MPLADS scheme guidelines. Phase 4 execution.,Health & Education,07-07-2022,440469,sanction_amount in Rupees,Administrative Sanction Accorded,Yes
Karnataka,Bangalore Rural,Bangalore Rural,17th Lok Sabha,Lok Sabha MP,D. K. Suresh,Nelamangala Town Municipal Council,WS/BAN359/2022/02219,Installation of Solar Powered Submersible Tube Wells at Govt School Campus,Installation of Solar Powered Submersible Tube Wells at Govt School Campus. Approved under MPLADS scheme guidelines. Phase 1 execution.,Water Supply & Sanitation,04-08-2022,314287,sanction_amount in Rupees,Administrative Sanction Accorded,Yes
Karnataka,Bangalore Rural,Bangalore Rural,17th Lok Sabha,Lok Sabha MP,D. K. Suresh,Nelamangala Town Municipal Council,WS/BAN812/2022/02220,Construction of Multi-purpose Community Kalyan Mandap at Outer Ring Road,Construction of Multi-purpose Community Kalyan Mandap at Outer Ring Road. Approved under MPLADS scheme guidelines. Phase 2 execution.,Public Infrastructure & Community Halls,16-08-2022,396397,sanction_amount in Rupees,Administrative Sanction Accorded,Yes
Karnataka,Bangalore Rural,Bangalore Rural,17th Lok Sabha,Lok Sabha MP,D. K. Suresh,Nelamangala Town Municipal Council,WS/BAN582/2022/02221,Construction of Multi-purpose Community Kalyan Mandap at Govt School Campus,Construction of Multi-purpose Community Kalyan Mandap at Govt School Campus. Approved under MPLADS scheme guidelines. Phase 3 execution.,Public Infrastructure & Community Halls,28-08-2022,267258,sanction_amount in Rupees,Administrative Sanction Accorded,Yes
Karnataka,Bangalore Rural,Bangalore Rural,17th Lok Sabha,Lok Sabha MP,D. K. Suresh,NELAMANGALA TOWN MUNICIPAL COUNCIL,WS/BAN853/2022/02222,Construction of CC Road from Railway Station Road to Sector 4,Construction of CC Road from Railway Station Road to Sector 4. Approved under MPLADS scheme guidelines. Phase 1 execution.,Roads & Bridges,23-09-2022,385093,sanction_amount in Rupees,Financial Sanction Approved,No
Karnataka,Bangalore Rural,Bangalore Rural,17th Lok Sabha,Lok Sabha MP,D. K. Suresh,Nelamangala Town Municipal Council,WS/BAN421/2022/02223,Bituminous Road Overhaul between Village Main Bazaar and Main Highway,Bituminous Road Overhaul between Village Main Bazaar and Main Highway. Approved under MPLADS scheme guidelines. Phase 2 execution.,Roads & Bridges,21-09-2022,340648,sanction_amount in Rupees,Financial Sanction Approved,Yes
Karnataka,Bangalore Rural,Bangalore Rural,17th Lok Sabha,Lok Sabha MP,D. K. Suresh,NELAMANGALA TOWN MUNICIPAL COUNCIL,WS/BAN700/2022/02224,Installation of Solar Powered Submersible Tube Wells at Railway Station Road,Installation of Solar Powered Submersible Tube Wells at Railway Station Road. Approved under MPLADS scheme guidelines. Phase 3 execution.,Water Supply & Sanitation,23-09-2022,307383,sanction_amount in Rupees,Administrative Sanction Accorded,Yes
Karnataka,Bangalore Rural,Bangalore Rural,17th Lok Sabha,Lok Sabha MP,D. K. Suresh,NELAMANGALA TOWN MUNICIPAL COUNCIL,WS/BAN297/2022/02225,Bituminous Road Overhaul between Village Ward 12 and Main Highway,Bituminous Road Overhaul between Village Ward 12 and Main Highway. Approved under MPLADS scheme guidelines. Phase 4 execution.,Roads & Bridges,22-09-2022,249278,sanction_amount in Rupees,Administrative Sanction Accorded,No
Karnataka,Bangalore Rural,Bangalore Rural,17th Lok Sabha,Lok Sabha MP,D. K. Suresh,NELAMANGALA TOWN MUNICIPAL COUNCIL,WS/BAN617/2022/02226,Desilting and Renovation of Village Water Pond at Sector 4,Desilting and Renovation of Village Water Pond at Sector 4. Approved under MPLADS scheme guidelines. Phase 1 execution.,Water Supply & Sanitation,20-10-2022,1529159,sanction_amount in Rupees,Work Completed,No
Karnataka,Bangalore Rural,Bangalore Rural,17th Lok Sabha,Lok Sabha MP,D. K. Suresh,nelamangala town municipal council,WS/BAN681/2022/02227,Public Library and Reading Room Building at Primary Health Centre,Public Library and Reading Room Building at Primary Health Centre. Approved under MPLADS scheme guidelines. Phase 1 execution.,Public Infrastructure & Community Halls,04-11-2022,1432323,sanction_amount in Rupees,Administrative Sanction Accorded,Yes
Karnataka,Bangalore Rural,Bangalore Rural,17th Lok Sabha,Lok Sabha MP,D. K. Suresh,NELAMANGALA TOWN MUNICIPAL COUNCIL,WS/BAN705/2022/02228,Construction of CC Road from Main Bazaar to Canal Bridge,Construction of CC Road from Main Bazaar to Canal Bridge. Approved under MPLADS scheme guidelines. Phase 1 execution.,Roads & Bridges,03-12-2022,429398,sanction_amount in Rupees,Administrative Sanction Accorded,Yes
Karnataka,Bangalore Rural,Bangalore Rural,17th Lok Sabha,Lok Sabha MP,D. K. Suresh,NELAMANGALA TOWN MUNICIPAL COUNCIL,WS/BAN841/2022/02229,Installation of Solar Powered Submersible Tube Wells at Gram Panchayat Office,Installation of Solar Powered Submersible Tube Wells at Gram Panchayat Office. Approved under MPLADS scheme guidelines. Phase 2 execution.,Water Supply & Sanitation,15-12-2022,336331,sanction_amount in Rupees,Financial Sanction Approved,Yes
Karnataka,Bangalore Rural,Bangalore Rural,17th Lok Sabha,Lok Sabha MP,D. K. Suresh,nelamangala town municipal council,WS/BAN385/2022/02230,Overhead Drinking Water Reservoir & Distribution Line at Bus Stand,Overhead Drinking Water Reservoir & Distribution Line at Bus Stand. Approved under MPLADS scheme guidelines. Phase 3 execution.,Water Supply & Sanitation,23-12-2022,337584,sanction_amount in Rupees,Financial Sanction Approved,Yes
Karnataka,Bangalore Rural,Bangalore Rural,17th Lok Sabha,Lok Sabha MP,D. K. Suresh,NELAMANGALA TOWN MUNICIPAL COUNCIL,WS/BAN402/2022/02231,Addition of Two Classrooms and Laboratory Block at Govt High School Gram Panchayat Office,Addition of Two Classrooms and Laboratory Block at Govt High School Gram Panchayat Office. Approved under MPLADS scheme guidelines. Phase 4 execution.,Health & Education,07-12-2022,257554,sanction_amount in Rupees,Work Completed,Yes
Karnataka,Bangalore Rural,Bangalore Rural,17th Lok Sabha,Lok Sabha MP,D. K. Suresh,Nelamangala Town Municipal Council,WS/BAN803/2023/02232,Public Library and Reading Room Building at Railway Station Road,Public Library and Reading Room Building at Railway Station Road. Approved under MPLADS scheme guidelines. Phase 1 execution.,Public Infrastructure & Community Halls,15-01-2023,320684,sanction_amount in Rupees,Financial Sanction Approved,Yes
Karnataka,Bangalore Rural,Bangalore Rural,17th Lok Sabha,Lok Sabha MP,D. K. Suresh,Nelamangala Town Municipal Council,WS/BAN761/2023/02233,Addition of Two Classrooms and Laboratory Block at Govt High School Primary Health Centre,Addition of Two Classrooms and Laboratory Block at Govt High School Primary Health Centre. Approved under MPLADS scheme guidelines. Phase 2 execution.,Health & Education,23-01-2023,238795,sanction_amount in Rupees,Administrative Sanction Accorded,Yes
Karnataka,Bangalore Rural,Bangalore Rural,17th Lok Sabha,Lok Sabha MP,D. K. Suresh,Nelamangala Town Municipal Council,WS/BAN375/2023/02234,Community Public Sanitation Block with Bio-Digester at Kalyan Puram,Community Public Sanitation Block with Bio-Digester at Kalyan Puram. Approved under MPLADS scheme guidelines. Phase 3 execution.,Water Supply & Sanitation,27-01-2023,328173,sanction_amount in Rupees,Financial Sanction Approved,No
Karnataka,Bangalore Rural,Bangalore Rural,17th Lok Sabha,Lok Sabha MP,D. K. Suresh,Nelamangala Town Municipal Council,WS/BAN629/2023/02235,Erection of Open Gymnasium and Youth Sports Complex at Shiv Mandir Chowk,Erection of Open Gymnasium and Youth Sports Complex at Shiv Mandir Chowk. Approved under MPLADS scheme guidelines. Phase 4 execution.,Public Infrastructure & Community Halls,02-01-2023,161331,sanction_amount in Rupees,Administrative Sanction Accorded,No
Karnataka,Bangalore Rural,Bangalore Rural,17th Lok Sabha,Lok Sabha MP,D. K. Suresh,Nelamangala Town Municipal Council,WS/BAN430/2023/02236,Public Library and Reading Room Building at Govt School Campus,Public Library and Reading Room Building at Govt School Campus. Approved under MPLADS scheme guidelines. Phase 1 execution.,Public Infrastructure & Community Halls,19-02-2023,394259,sanction_amount in Rupees,Administrative Sanction Accorded,Yes
Karnataka,Bangalore Rural,Bangalore Rural,17th Lok Sabha,Lok Sabha MP,D. K. Suresh,nelamangala town municipal council,WS/BAN202/2023/02237,Construction of Multi-purpose Community Kalyan Mandap at Canal Bridge,Construction of Multi-purpose Community Kalyan Mandap at Canal Bridge. Approved under MPLADS scheme guidelines. Phase 2 execution.,Public Infrastructure & Community Halls,11-02-2023,346337,sanction_amount in Rupees,Financial Sanction Approved,Yes
Karnataka,Bangalore Rural,Bangalore Rural,17th Lok Sabha,Lok Sabha MP,D. K. Suresh,NELAMANGALA TOWN MUNICIPAL COUNCIL,WS/BAN928/2023/02238,Erection of Open Gymnasium and Youth Sports Complex at Shiv Mandir Chowk,Erection of Open Gymnasium and Youth Sports Complex at Shiv Mandir Chowk. Approved under MPLADS scheme guidelines. Phase 3 execution.,Public Infrastructure & Community Halls,25-02-2023,270489,sanction_amount in Rupees,Administrative Sanction Accorded,Yes
Karnataka,Bangalore Rural,Bangalore Rural,17th Lok Sabha,Lok Sabha MP,D. K. Suresh,nelamangala town municipal council,WS/BAN840/2023/02239,Procurement of Advance Life Support Ambulance for Sub-district Hospital Ward 12,Procurement of Advance Life Support Ambulance for Sub-district Hospital Ward 12. Approved under MPLADS scheme guidelines. Phase 4 execution.,Health & Education,27-02-2023,255714,sanction_amount in Rupees,Work Completed,Yes
Karnataka,Bangalore Rural,Bangalore Rural,17th Lok Sabha,Lok Sabha MP,D. K. Suresh,Nelamangala Town Municipal Council,WS/BAN375/2023/02240,Construction of Multi-purpose Community Kalyan Mandap at Gram Panchayat Office,Construction of Multi-purpose Community Kalyan Mandap at Gram Panchayat Office. Approved under MPLADS scheme guidelines. Phase 1 execution.,Public Infrastructure & Community Halls,14-03-2023,251292,sanction_amount in Rupees,Administrative Sanction Accorded,Yes
Karnataka,Bangalore Rural,Bangalore Rural,17th Lok Sabha,Lok Sabha MP,D. K. Suresh,Nelamangala Town Municipal Council,WS/BAN636/2023/02241,Emergency Interlock Tile Pavement near Primary Health Centre,Emergency Interlock Tile Pavement near Primary Health Centre. Approved under MPLADS scheme guidelines. Phase 2 execution.,Roads & Bridges,20-03-2023,301814,sanction_amount in Rupees,Financial Sanction Approved,No
Karnataka,Bangalore Rural,Bangalore Rural,17th Lok Sabha,Lok Sabha MP,D. K. Suresh,Nelamangala Town Municipal Council,WS/BAN920/2023/02242,Community Public Sanitation Block with Bio-Digester at Sector 4,Community Public Sanitation Block with Bio-Digester at Sector 4. Approved under MPLADS scheme guidelines. Phase 3 execution.,Water Supply & Sanitation,26-03-2023,304093,sanction_amount in Rupees,Work Completed,Yes
Karnataka,Bangalore Rural,Bangalore Rural,17th Lok Sabha,Lok Sabha MP,D. K. Suresh,NELAMANGALA TOWN MUNICIPAL COUNCIL,WS/BAN276/2023/02243,Addition of Two Classrooms and Laboratory Block at Govt High School Shiv Mandir Chowk,Addition of Two Classrooms and Laboratory Block at Govt High School Shiv Mandir Chowk. Approved under MPLADS scheme guidelines. Phase 4 execution.,Health & Education,22-03-2023,417197,sanction_amount in Rupees,Work Completed,Yes
Karnataka,Bangalore Rural,Bangalore Rural,17th Lok Sabha,Lok Sabha MP,D. K. Suresh,Nelamangala Town Municipal Council,WS/BAN965/2023/02244,Desilting and Renovation of Village Water Pond at Main Bazaar,Desilting and Renovation of Village Water Pond at Main Bazaar. Approved under MPLADS scheme guidelines. Phase 1 execution.,Water Supply & Sanitation,05-04-2023,364651,sanction_amount in Rupees,Work Completed,Yes
Karnataka,Bangalore Rural,Bangalore Rural,17th Lok Sabha,Lok Sabha MP,D. K. Suresh,Nelamangala  Town  Municipal  Council,WS/BAN503/2023/02245,Addition of Two Classrooms and Laboratory Block at Govt High School Railway Station Road,Addition of Two Classrooms and Laboratory Block at Govt High School Railway Station Road. Approved under MPLADS scheme guidelines. Phase 2 execution.,Health & Education,16-04-2023,493911,sanction_amount in Rupees,Administrative Sanction Accorded,No
Karnataka,Bangalore Rural,Bangalore Rural,17th Lok Sabha,Lok Sabha MP,D. K. Suresh,nelamangala town municipal council,WS/BAN236/2023/02246,Procurement of Advance Life Support Ambulance for Sub-district Hospital Gram Panchayat Office,Procurement of Advance Life Support Ambulance for Sub-district Hospital Gram Panchayat Office. Approved under MPLADS scheme guidelines. Phase 1 execution.,Health & Education,05-05-2023,402473,sanction_amount in Rupees,Work Completed,Yes
Karnataka,Bangalore Rural,Bangalore Rural,17th Lok Sabha,Lok Sabha MP,D. K. Suresh,nelamangala town municipal council,WS/BAN785/2023/02247,High-Mast LED Street Lighting System across 8 junctions in Govt School Campus,High-Mast LED Street Lighting System across 8 junctions in Govt School Campus. Approved under MPLADS scheme guidelines. Phase 2 execution.,Public Infrastructure & Community Halls,03-05-2023,440888,sanction_amount in Rupees,Administrative Sanction Accorded,Yes
Karnataka,Bangalore Rural,Bangalore Rural,17th Lok Sabha,Lok Sabha MP,D. K. Suresh,Nelamangala  Town  Municipal  Council,WS/BAN101/2023/02248,Overhead Drinking Water Reservoir & Distribution Line at Gram Panchayat Office,Overhead Drinking Water Reservoir & Distribution Line at Gram Panchayat Office. Approved under MPLADS scheme guidelines. Phase 3 execution.,Water Supply & Sanitation,11-05-2023,395842,sanction_amount in Rupees,Administrative Sanction Accorded,Yes
Karnataka,Bangalore Rural,Bangalore Rural,17th Lok Sabha,Lok Sabha MP,D. K. Suresh,NELAMANGALA TOWN MUNICIPAL COUNCIL,WS/BAN409/2023/02249,Emergency Interlock Tile Pavement near Canal Bridge,Emergency Interlock Tile Pavement near Canal Bridge. Approved under MPLADS scheme guidelines. Phase 4 execution.,Roads & Bridges,07-05-2023,480074,sanction_amount in Rupees,Work Completed,Yes
Karnataka,Bangalore Rural,Bangalore Rural,17th Lok Sabha,Lok Sabha MP,D. K. Suresh,Nelamangala Town Municipal Council,WS/BAN135/2023/02250,Addition of Two Classrooms and Laboratory Block at Govt High School Bus Stand,Addition of Two Classrooms and Laboratory Block at Govt High School Bus Stand. Approved under MPLADS scheme guidelines. Phase 1 execution.,Health & Education,22-06-2023,597102,sanction_amount in Rupees,Work Completed,Yes
Karnataka,Bangalore Rural,Bangalore Rural,17th Lok Sabha,Lok Sabha MP,D. K. Suresh,Nelamangala Town Municipal Council,WS/BAN576/2023/02251,Overhead Drinking Water Reservoir & Distribution Line at Ward 12,Overhead Drinking Water Reservoir & Distribution Line at Ward 12. Approved under MPLADS scheme guidelines. Phase 2 execution.,Water Supply & Sanitation,17-06-2023,529470,sanction_amount in Rupees,Financial Sanction Approved,Yes
Karnataka,Bangalore Rural,Bangalore Rural,17th Lok Sabha,Lok Sabha MP,D. K. Suresh,Nelamangala  Town  Municipal  Council,WS/BAN493/2023/02252,Addition of Two Classrooms and Laboratory Block at Govt High School Canal Bridge,Addition of Two Classrooms and Laboratory Block at Govt High School Canal Bridge. Approved under MPLADS scheme guidelines. Phase 1 execution.,Health & Education,05-07-2023,1484812,sanction_amount in Rupees,Administrative Sanction Accorded,Yes
Karnataka,Bangalore Rural,Bangalore Rural,17th Lok Sabha,Lok Sabha MP,D. K. Suresh,Nelamangala Town Municipal Council,WS/BAN718/2023/02253,Addition of Two Classrooms and Laboratory Block at Govt High School Bus Stand,Addition of Two Classrooms and Laboratory Block at Govt High School Bus Stand. Approved under MPLADS scheme guidelines. Phase 1 execution.,Health & Education,24-09-2023,171703,sanction_amount in Rupees,Work Completed,Yes
Karnataka,Bangalore Rural,Bangalore Rural,17th Lok Sabha,Lok Sabha MP,D. K. Suresh,Nelamangala Town Municipal Council,WS/BAN534/2023/02254,Procurement of Advance Life Support Ambulance for Sub-district Hospital Railway Station Road,Procurement of Advance Life Support Ambulance for Sub-district Hospital Railway Station Road. Approved under MPLADS scheme guidelines. Phase 2 execution.,Health & Education,04-09-2023,185625,sanction_amount in Rupees,Administrative Sanction Accorded,Yes
Karnataka,Bangalore Rural,Bangalore Rural,17th Lok Sabha,Lok Sabha MP,D. K. Suresh,nelamangala town municipal council,WS/BAN627/2023/02255,Emergency Interlock Tile Pavement near Sector 4,Emergency Interlock Tile Pavement near Sector 4. Approved under MPLADS scheme guidelines. Phase 3 execution.,Roads & Bridges,19-09-2023,230543,sanction_amount in Rupees,Administrative Sanction Accorded,Yes
Karnataka,Bangalore Rural,Bangalore Rural,17th Lok Sabha,Lok Sabha MP,D. K. Suresh,NELAMANGALA TOWN MUNICIPAL COUNCIL,WS/BAN601/2023/02256,Addition of Two Classrooms and Laboratory Block at Govt High School Shiv Mandir Chowk,Addition of Two Classrooms and Laboratory Block at Govt High School Shiv Mandir Chowk. Approved under MPLADS scheme guidelines. Phase 4 execution.,Health & Education,02-09-2023,199569,sanction_amount in Rupees,Work Completed,Yes
Karnataka,Bangalore Rural,Bangalore Rural,17th Lok Sabha,Lok Sabha MP,D. K. Suresh,Nelamangala Town Municipal Council,WS/BAN655/2023/02257,High-Mast LED Street Lighting System across 8 junctions in Railway Station Road,High-Mast LED Street Lighting System across 8 junctions in Railway Station Road. Approved under MPLADS scheme guidelines. Phase 1 execution.,Public Infrastructure & Community Halls,25-11-2023,270652,sanction_amount in Rupees,Work Completed,No
Karnataka,Bangalore Rural,Bangalore Rural,17th Lok Sabha,Lok Sabha MP,D. K. Suresh,nelamangala town municipal council,WS/BAN136/2023/02258,Public Library and Reading Room Building at Ward 12,Public Library and Reading Room Building at Ward 12. Approved under MPLADS scheme guidelines. Phase 2 execution.,Public Infrastructure & Community Halls,11-11-2023,310138,sanction_amount in Rupees,Administrative Sanction Accorded,Yes
Karnataka,Bangalore Rural,Bangalore Rural,17th Lok Sabha,Lok Sabha MP,D. K. Suresh,nelamangala town municipal council,WS/BAN186/2023/02259,Construction of Multi-purpose Community Kalyan Mandap at Primary Health Centre,Construction of Multi-purpose Community Kalyan Mandap at Primary Health Centre. Approved under MPLADS scheme guidelines. Phase 3 execution.,Public Infrastructure & Community Halls,13-11-2023,246441,sanction_amount in Rupees,Administrative Sanction Accorded,Yes
Karnataka,Bangalore Rural,Bangalore Rural,17th Lok Sabha,Lok Sabha MP,D. K. Suresh,Nelamangala Town Municipal Council,WS/BAN945/2023/02260,Installation of Medical Oxygen Supply & Diagnostic Unit at PHC Bus Stand,Installation of Medical Oxygen Supply & Diagnostic Unit at PHC Bus Stand. Approved under MPLADS scheme guidelines. Phase 1 execution.,Health & Education,23-12-2023,557167,sanction_amount in Rupees,Administrative Sanction Accorded,Yes
Karnataka,Bangalore Rural,Bangalore Rural,17th Lok Sabha,Lok Sabha MP,D. K. Suresh,NELAMANGALA TOWN MUNICIPAL COUNCIL,WS/BAN841/2023/02261,Construction of CC Road from Railway Station Road to Railway Station Road,Construction of CC Road from Railway Station Road to Railway Station Road. Approved under MPLADS scheme guidelines. Phase 2 execution.,Roads & Bridges,02-12-2023,348625,sanction_amount in Rupees,Administrative Sanction Accorded,Yes
Karnataka,Bangalore Rural,Bangalore Rural,17th Lok Sabha,Lok Sabha MP,D. K. Suresh,NELAMANGALA TOWN MUNICIPAL COUNCIL,WS/BAN864/2024/02262,Public Library and Reading Room Building at Ward 12,Public Library and Reading Room Building at Ward 12. Approved under MPLADS scheme guidelines. Phase 1 execution.,Public Infrastructure & Community Halls,01-01-2024,1170335,sanction_amount in Rupees,Work Completed,Yes
Karnataka,Bangalore Rural,Bangalore Rural,17th Lok Sabha,Lok Sabha MP,D. K. Suresh,Nelamangala  Town  Municipal  Council,WS/BAN974/2024/02263,Emergency Interlock Tile Pavement near Govt School Campus,Emergency Interlock Tile Pavement near Govt School Campus. Approved under MPLADS scheme guidelines. Phase 1 execution.,Roads & Bridges,20-02-2024,366607,sanction_amount in Rupees,Financial Sanction Approved,Yes
Karnataka,Bangalore Rural,Bangalore Rural,17th Lok Sabha,Lok Sabha MP,D. K. Suresh,Nelamangala Town Municipal Council,WS/BAN290/2024/02264,High-Mast LED Street Lighting System across 8 junctions in Gram Panchayat Office,High-Mast LED Street Lighting System across 8 junctions in Gram Panchayat Office. Approved under MPLADS scheme guidelines. Phase 2 execution.,Public Infrastructure & Community Halls,24-02-2024,359158,sanction_amount in Rupees,Work Completed,Yes
Karnataka,Bangalore Rural,Bangalore Rural,17th Lok Sabha,Lok Sabha MP,D. K. Suresh,Nelamangala Town Municipal Council,WS/BAN119/2024/02265,Addition of Two Classrooms and Laboratory Block at Govt High School Outer Ring Road,Addition of Two Classrooms and Laboratory Block at Govt High School Outer Ring Road. Approved under MPLADS scheme guidelines. Phase 3 execution.,Health & Education,01-02-2024,358606,sanction_amount in Rupees,Work Completed,No
Karnataka,Bangalore Rural,Bangalore Rural,17th Lok Sabha,Lok Sabha MP,D. K. Suresh,Nelamangala Town Municipal Council,WS/BAN425/2024/02266,Public Library and Reading Room Building at Shiv Mandir Chowk,Public Library and Reading Room Building at Shiv Mandir Chowk. Approved under MPLADS scheme guidelines. Phase 4 execution.,Public Infrastructure & Community Halls,26-02-2024,556347,sanction_amount in Rupees,Financial Sanction Approved,No
Karnataka,Bangalore Rural,Bangalore Rural,17th Lok Sabha,Lok Sabha MP,D. K. Suresh,Nelamangala Town Municipal Council,WS/BAN571/2024/02267,Installation of Solar Powered Submersible Tube Wells at Govt School Campus,Installation of Solar Powered Submersible Tube Wells at Govt School Campus. Approved under MPLADS scheme guidelines. Phase 1 execution.,Water Supply & Sanitation,23-03-2024,426063,sanction_amount in Rupees,Administrative Sanction Accorded,Yes
Karnataka,Bangalore Rural,Bangalore Rural,17th Lok Sabha,Lok Sabha MP,D. K. Suresh,nelamangala town municipal council,WS/BAN454/2024/02268,High-Mast LED Street Lighting System across 8 junctions in Shiv Mandir Chowk,High-Mast LED Street Lighting System across 8 junctions in Shiv Mandir Chowk. Approved under MPLADS scheme guidelines. Phase 2 execution.,Public Infrastructure & Community Halls,11-03-2024,238474,sanction_amount in Rupees,Work Completed,No
Karnataka,Bangalore Rural,Bangalore Rural,17th Lok Sabha,Lok Sabha MP,D. K. Suresh,Nelamangala Town Municipal Council,WS/BAN789/2024/02269,Procurement of Advance Life Support Ambulance for Sub-district Hospital Shiv Mandir Chowk,Procurement of Advance Life Support Ambulance for Sub-district Hospital Shiv Mandir Chowk. Approved under MPLADS scheme guidelines. Phase 3 execution.,Health & Education,18-03-2024,343378,sanction_amount in Rupees,Work Completed,Yes
Karnataka,Bangalore Rural,Bangalore Rural,17th Lok Sabha,Lok Sabha MP,D. K. Suresh,Executive  Engineer  PWD  Bangalore  Rural,WS/BAN460/2022/02270,Erection of Open Gymnasium and Youth Sports Complex at Canal Bridge,Erection of Open Gymnasium and Youth Sports Complex at Canal Bridge. Approved under MPLADS scheme guidelines. Phase 1 execution.,Public Infrastructure & Community Halls,13-01-2022,1107700,sanction_amount in Rupees,Financial Sanction Approved,Yes
Karnataka,Bangalore Rural,Bangalore Rural,17th Lok Sabha,Lok Sabha MP,D. K. Suresh,Executive Engineer PWD Bangalore Rural,WS/BAN880/2022/02271,Public Library and Reading Room Building at Outer Ring Road,Public Library and Reading Room Building at Outer Ring Road. Approved under MPLADS scheme guidelines. Phase 1 execution.,Public Infrastructure & Community Halls,22-01-2022,788796,sanction_amount in Rupees,Administrative Sanction Accorded,Yes
Karnataka,Bangalore Rural,Bangalore Rural,17th Lok Sabha,Lok Sabha MP,D. K. Suresh,Executive Engineer PWD Bangalore Rural,WS/BAN560/2022/02272,Addition of Two Classrooms and Laboratory Block at Govt High School Ward 12,Addition of Two Classrooms and Laboratory Block at Govt High School Ward 12. Approved under MPLADS scheme guidelines. Phase 2 execution.,Health & Education,10-01-2022,683770,sanction_amount in Rupees,Financial Sanction Approved,No
Karnataka,Bangalore Rural,Bangalore Rural,17th Lok Sabha,Lok Sabha MP,D. K. Suresh,executive engineer pwd bangalore rural,WS/BAN575/2022/02273,Installation of Medical Oxygen Supply & Diagnostic Unit at PHC Sector 4,Installation of Medical Oxygen Supply & Diagnostic Unit at PHC Sector 4. Approved under MPLADS scheme guidelines. Phase 3 execution.,Health & Education,27-01-2022,415489,sanction_amount in Rupees,Administrative Sanction Accorded,No
Karnataka,Bangalore Rural,Bangalore Rural,17th Lok Sabha,Lok Sabha MP,D. K. Suresh,EE PWD Bangalore Rural,WS/BAN751/2022/02274,Procurement of Advance Life Support Ambulance for Sub-district Hospital Outer Ring Road,Procurement of Advance Life Support Ambulance for Sub-district Hospital Outer Ring Road. Approved under MPLADS scheme guidelines. Phase 1 execution.,Health & Education,14-04-2022,1639693,sanction_amount in Rupees,Financial Sanction Approved,No
Karnataka,Bangalore Rural,Bangalore Rural,17th Lok Sabha,Lok Sabha MP,D. K. Suresh,EXECUTIVE ENGINEER PWD BANGALORE RURAL,WS/BAN740/2022/02275,Addition of Two Classrooms and Laboratory Block at Govt High School Railway Station Road,Addition of Two Classrooms and Laboratory Block at Govt High School Railway Station Road. Approved under MPLADS scheme guidelines. Phase 1 execution.,Health & Education,08-05-2022,1016488,sanction_amount in Rupees,Work Completed,Yes
Karnataka,Bangalore Rural,Bangalore Rural,17th Lok Sabha,Lok Sabha MP,D. K. Suresh,Executive Engineer PWD Bangalore Rural,WS/BAN568/2022/02276,Procurement of Advance Life Support Ambulance for Sub-district Hospital Primary Health Centre,Procurement of Advance Life Support Ambulance for Sub-district Hospital Primary Health Centre. Approved under MPLADS scheme guidelines. Phase 1 execution.,Health & Education,28-07-2022,1946839,sanction_amount in Rupees,Work Completed,No
Karnataka,Bangalore Rural,Bangalore Rural,17th Lok Sabha,Lok Sabha MP,D. K. Suresh,Executive  Engineer  PWD  Bangalore  Rural,WS/BAN570/2022/02277,Erection of Open Gymnasium and Youth Sports Complex at Bus Stand,Erection of Open Gymnasium and Youth Sports Complex at Bus Stand. Approved under MPLADS scheme guidelines. Phase 1 execution.,Public Infrastructure & Community Halls,07-08-2022,386635,sanction_amount in Rupees,Financial Sanction Approved,Yes
